customer_id,order_id,order_date,product_id,quantity,amount
CUST_0090,ORD_10425,2025-04-22,PROD_047,3,999.84
CUST_0130,ORD_10303,2025-04-25,PROD_002,4,313.48
CUST_0010,ORD_10748,2025-04-25,PROD_046,4,1956.84
CUST_0045,ORD_10052,2025-04-26,PROD_005,2,570.02
CUST_0080,ORD_10085,2025-04-26,PROD_001,5,1866.8
CUST_0200,ORD_10357,2025-04-26,PROD_041,5,966.1
CUST_0125,ORD_11131,2025-04-26,PROD_007,2,763.64
CUST_0195,ORD_10075,2025-04-27,PROD_003,4,1197.36
CUST_0090,ORD_10843,2025-04-29,PROD_025,1,114.19
CUST_0100,ORD_10565,2025-05-02,PROD_022,4,1381.84
CUST_0185,ORD_10854,2025-05-02,PROD_017,3,438.63
CUST_0120,ORD_11297,2025-05-02,PROD_018,5,956.95
CUST_0190,ORD_11433,2025-05-03,PROD_014,2,585.8
CUST_0040,ORD_10729,2025-05-04,PROD_021,4,946.04
CUST_0140,ORD_11078,2025-05-04,PROD_026,1,443.49
CUST_0180,ORD_11346,2025-05-04,PROD_007,2,763.64
CUST_0085,ORD_10108,2025-05-05,PROD_025,3,342.57
CUST_0060,ORD_10275,2025-05-05,PROD_016,3,1287.33
CUST_0060,ORD_10441,2025-05-05,PROD_048,1,268.56
CUST_0005,ORD_10545,2025-05-07,PROD_047,3,999.84
CUST_0170,ORD_11437,2025-05-09,PROD_003,3,898.02
CUST_0025,ORD_10548,2025-05-10,PROD_010,2,110.9
CUST_0100,ORD_10870,2025-05-11,PROD_027,5,698.95
CUST_0140,ORD_11434,2025-05-11,PROD_049,3,1395.51
CUST_0060,ORD_10767,2025-05-12,PROD_027,3,419.37
CUST_0170,ORD_10977,2025-05-12,PROD_018,5,956.95
CUST_0095,ORD_10321,2025-05-13,PROD_018,1,191.39
CUST_0175,ORD_10356,2025-05-14,PROD_023,2,825.36
CUST_0110,ORD_10453,2025-05-15,PROD_021,1,236.51
CUST_0030,ORD_11226,2025-05-16,PROD_017,5,731.05
CUST_0020,ORD_10233,2025-05-17,PROD_041,1,193.22
CUST_0160,ORD_11174,2025-05-17,PROD_017,2,292.42
CUST_0130,ORD_10404,2025-05-18,PROD_035,4,1373.36
CUST_0105,ORD_11224,2025-05-19,PROD_007,5,1909.1
CUST_0035,ORD_10447,2025-05-20,PROD_030,3,779.01
CUST_0070,ORD_10063,2025-05-22,PROD_035,4,1373.36
CUST_0160,ORD_10080,2025-05-23,PROD_041,4,772.88
CUST_0120,ORD_10384,2025-05-23,PROD_020,4,1086.92
CUST_0105,ORD_10606,2025-05-23,PROD_009,3,1437.09
CUST_0135,ORD_11361,2025-05-24,PROD_050,5,1027.55
CUST_0145,ORD_10659,2025-05-25,PROD_036,5,1933.05
CUST_0115,ORD_11088,2025-05-29,PROD_003,3,898.02
CUST_0190,ORD_10899,2025-05-30,PROD_049,5,2325.85
CUST_0150,ORD_11038,2025-05-31,PROD_033,2,82.26
CUST_0065,ORD_11336,2025-06-01,PROD_041,3,579.66
CUST_0150,ORD_10410,2025-06-02,PROD_011,5,2126.35
CUST_0170,ORD_10418,2025-06-03,PROD_034,4,1992.4
CUST_0095,ORD_10025,2025-06-05,PROD_036,5,1933.05
CUST_0140,ORD_10315,2025-06-05,PROD_017,1,146.21
CUST_0025,ORD_10937,2025-06-06,PROD_009,3,1437.09
CUST_0020,ORD_10106,2025-06-07,PROD_017,3,438.63
CUST_0100,ORD_11149,2025-06-07,PROD_030,1,259.67
CUST_0155,ORD_11473,2025-06-07,PROD_046,3,1467.63
CUST_0200,ORD_10310,2025-06-10,PROD_045,4,207.88
CUST_0080,ORD_10244,2025-06-11,PROD_029,1,205.71
CUST_0110,ORD_10631,2025-06-11,PROD_015,4,1336.08
CUST_0175,ORD_11230,2025-06-12,PROD_038,1,11.59
CUST_0040,ORD_10465,2025-06-15,PROD_048,5,1342.8
CUST_0015,ORD_10476,2025-06-15,PROD_009,5,2395.15
CUST_0070,ORD_10283,2025-06-17,PROD_033,2,82.26
CUST_0130,ORD_10394,2025-06-17,PROD_049,5,2325.85
CUST_0100,ORD_11099,2025-06-17,PROD_041,4,772.88
CUST_0090,ORD_10327,2025-06-19,PROD_003,3,898.02
CUST_0070,ORD_11284,2025-06-20,PROD_050,3,616.53
CUST_0070,ORD_10211,2025-06-21,PROD_043,4,259.28
CUST_0120,ORD_10012,2025-06-24,PROD_047,5,1666.4
CUST_0175,ORD_10878,2025-06-25,PROD_013,2,97.22
CUST_0090,ORD_11405,2025-06-25,PROD_027,1,139.79
CUST_0035,ORD_11461,2025-06-27,PROD_050,2,411.02
CUST_0075,ORD_10299,2025-06-28,PROD_001,5,1866.8
CUST_0155,ORD_10326,2025-06-29,PROD_011,4,1701.08
CUST_0045,ORD_10442,2025-07-04,PROD_012,1,367.57
CUST_0055,ORD_11114,2025-07-06,PROD_042,5,1517.4
CUST_0070,ORD_11477,2025-07-06,PROD_015,2,668.04
CUST_0135,ORD_10353,2025-07-07,PROD_050,4,822.04
CUST_0035,ORD_10674,2025-07-07,PROD_004,3,167.73
CUST_0090,ORD_10072,2025-07-08,PROD_022,3,1036.38
CUST_0185,ORD_10020,2025-07-09,PROD_032,5,1990.6
CUST_0020,ORD_10329,2025-07-10,PROD_024,5,705.95
CUST_0030,ORD_10077,2025-07-11,PROD_033,1,41.13
CUST_0160,ORD_10107,2025-07-14,PROD_042,1,303.48
CUST_0175,ORD_11197,2025-07-14,PROD_049,2,930.34
CUST_0115,ORD_11390,2025-07-14,PROD_001,1,373.36
CUST_0035,ORD_11108,2025-07-17,PROD_035,3,1030.02
CUST_0035,ORD_10152,2025-07-19,PROD_030,3,779.01
CUST_0130,ORD_10247,2025-07-21,PROD_030,5,1298.35
CUST_0050,ORD_10653,2025-07-21,PROD_036,5,1933.05
CUST_0200,ORD_10278,2025-07-22,PROD_033,5,205.65
CUST_0095,ORD_10864,2025-07-22,PROD_024,2,282.38
CUST_0060,ORD_11443,2025-07-23,PROD_033,1,41.13
CUST_0045,ORD_10830,2025-07-24,PROD_020,3,815.19
CUST_0165,ORD_11015,2025-07-24,PROD_026,2,886.98
CUST_0195,ORD_10763,2025-07-25,PROD_048,3,805.68
CUST_0055,ORD_11388,2025-07-25,PROD_050,5,1027.55
CUST_0170,ORD_10923,2025-07-26,PROD_036,5,1933.05
CUST_0095,ORD_10335,2025-07-27,PROD_029,1,205.71
CUST_0195,ORD_10377,2025-07-28,PROD_033,5,205.65
CUST_0015,ORD_10245,2025-07-29,PROD_019,1,353.89
CUST_0005,ORD_10406,2025-07-29,PROD_022,1,345.46
CUST_0145,ORD_11196,2025-07-30,PROD_040,3,1267.26
CUST_0135,ORD_10824,2025-07-31,PROD_005,3,855.03
CUST_0005,ORD_10265,2025-08-01,PROD_020,2,543.46
CUST_0075,ORD_10991,2025-08-02,PROD_044,3,381.99
CUST_0085,ORD_11080,2025-08-02,PROD_019,2,707.78
CUST_0085,ORD_10994,2025-08-03,PROD_029,5,1028.55
CUST_0115,ORD_11130,2025-08-03,PROD_050,3,616.53
CUST_0055,ORD_10017,2025-08-05,PROD_017,3,438.63
CUST_0085,ORD_10027,2025-08-06,PROD_045,4,207.88
CUST_0080,ORD_10195,2025-08-06,PROD_007,5,1909.1
CUST_0015,ORD_10243,2025-08-06,PROD_033,1,41.13
CUST_0090,ORD_10642,2025-08-06,PROD_030,5,1298.35
CUST_0035,ORD_10487,2025-08-08,PROD_008,2,353.44
CUST_0150,ORD_11221,2025-08-08,PROD_023,3,1238.04
CUST_0080,ORD_11301,2025-08-09,PROD_031,5,2159.7
CUST_0005,ORD_11449,2025-08-09,PROD_044,3,381.99
CUST_0030,ORD_10214,2025-08-10,PROD_028,1,376.04
CUST_0125,ORD_10804,2025-08-10,PROD_037,5,769.1
CUST_0055,ORD_10266,2025-08-12,PROD_050,4,822.04
CUST_0010,ORD_10270,2025-08-14,PROD_050,5,1027.55
CUST_0175,ORD_10939,2025-08-15,PROD_042,1,303.48
CUST_0125,ORD_10950,2025-08-16,PROD_041,2,386.44
CUST_0035,ORD_11129,2025-08-17,PROD_031,4,1727.76
CUST_0155,ORD_11457,2025-08-18,PROD_029,5,1028.55
CUST_0075,ORD_10219,2025-08-19,PROD_008,1,176.72
CUST_0185,ORD_10208,2025-08-20,PROD_050,5,1027.55
CUST_0090,ORD_11353,2025-08-21,PROD_047,4,1333.12
CUST_0105,ORD_11363,2025-08-22,PROD_008,1,176.72
CUST_0135,ORD_10507,2025-08-23,PROD_045,4,207.88
CUST_0195,ORD_10527,2025-08-23,PROD_014,3,878.7
CUST_0185,ORD_10750,2025-08-23,PROD_018,1,191.39
CUST_0050,ORD_11123,2025-08-24,PROD_032,4,1592.48
CUST_0055,ORD_11393,2025-08-25,PROD_002,3,235.11
CUST_0185,ORD_11482,2025-08-26,PROD_026,5,2217.45
CUST_0090,ORD_10623,2025-08-27,PROD_022,4,1381.84
CUST_0070,ORD_10202,2025-08-28,PROD_022,3,1036.38
CUST_0070,ORD_10028,2025-08-30,PROD_017,2,292.42
CUST_0035,ORD_10594,2025-08-31,PROD_001,4,1493.44
CUST_0145,ORD_10757,2025-08-31,PROD_048,5,1342.8
CUST_0075,ORD_10371,2025-09-01,PROD_031,2,863.88
CUST_0170,ORD_11074,2025-09-01,PROD_032,5,1990.6
CUST_0035,ORD_10597,2025-09-02,PROD_021,5,1182.55
CUST_0095,ORD_10703,2025-09-02,PROD_009,4,1916.12
CUST_0045,ORD_10643,2025-09-03,PROD_040,5,2112.1
CUST_0020,ORD_10268,2025-09-04,PROD_007,5,1909.1
CUST_0170,ORD_10325,2025-09-04,PROD_020,4,1086.92
CUST_0150,ORD_10942,2025-09-05,PROD_030,1,259.67
CUST_0160,ORD_11047,2025-09-07,PROD_044,3,381.99
CUST_0120,ORD_10121,2025-09-08,PROD_044,5,636.65
CUST_0185,ORD_11170,2025-09-10,PROD_006,2,460.22
CUST_0045,ORD_11276,2025-09-10,PROD_023,3,1238.04
CUST_0120,ORD_10754,2025-09-11,PROD_050,3,616.53
CUST_0195,ORD_10579,2025-09-17,PROD_007,2,763.64
CUST_0170,ORD_11441,2025-09-17,PROD_043,3,194.46
CUST_0015,ORD_11327,2025-09-19,PROD_050,4,822.04
CUST_0030,ORD_10639,2025-09-21,PROD_043,4,259.28
CUST_0120,ORD_10866,2025-09-21,PROD_015,3,1002.06
CUST_0065,ORD_11195,2025-09-22,PROD_035,4,1373.36
CUST_0005,ORD_10292,2025-09-24,PROD_014,2,585.8
CUST_0090,ORD_10840,2025-09-24,PROD_007,1,381.82
CUST_0060,ORD_11398,2025-09-24,PROD_020,1,271.73
CUST_0050,ORD_11329,2025-09-27,PROD_025,1,114.19
CUST_0065,ORD_10592,2025-09-29,PROD_047,4,1333.12
CUST_0195,ORD_10760,2025-09-30,PROD_010,1,55.45
CUST_0100,ORD_10513,2025-10-01,PROD_017,2,292.42
CUST_0190,ORD_10629,2025-10-01,PROD_034,2,996.2
CUST_0160,ORD_11084,2025-10-01,PROD_003,3,898.02
CUST_0195,ORD_10021,2025-10-02,PROD_045,4,207.88
CUST_0115,ORD_11083,2025-10-02,PROD_042,5,1517.4
CUST_0085,ORD_10892,2025-10-04,PROD_004,4,223.64
CUST_0075,ORD_10500,2025-10-06,PROD_047,5,1666.4
CUST_0125,ORD_11347,2025-10-06,PROD_021,5,1182.55
CUST_0110,ORD_11185,2025-10-08,PROD_031,4,1727.76
CUST_0005,ORD_10967,2025-10-09,PROD_015,2,668.04
CUST_0140,ORD_10058,2025-10-10,PROD_042,2,606.96
CUST_0050,ORD_10267,2025-10-10,PROD_009,2,958.06
CUST_0195,ORD_11027,2025-10-12,PROD_001,3,1120.08
CUST_0090,ORD_11079,2025-10-12,PROD_014,3,878.7
CUST_0155,ORD_10819,2025-10-13,PROD_002,5,391.85
CUST_0135,ORD_11076,2025-10-13,PROD_012,5,1837.85
CUST_0140,ORD_10663,2025-10-14,PROD_028,1,376.04
CUST_0065,ORD_10920,2025-10-14,PROD_030,3,779.01
CUST_0050,ORD_10031,2025-10-15,PROD_048,4,1074.24
CUST_0185,ORD_10184,2025-10-15,PROD_028,4,1504.16
CUST_0070,ORD_10213,2025-10-15,PROD_049,5,2325.85
CUST_0185,ORD_10707,2025-10-16,PROD_041,2,386.44
CUST_0200,ORD_10913,2025-10-16,PROD_015,2,668.04
CUST_0130,ORD_10196,2025-10-17,PROD_010,4,221.8
CUST_0110,ORD_10685,2025-10-17,PROD_032,3,1194.36
CUST_0005,ORD_10562,2025-10-19,PROD_038,2,23.18
CUST_0030,ORD_10474,2025-10-20,PROD_046,5,2446.05
CUST_0110,ORD_10691,2025-10-22,PROD_045,2,103.94
CUST_0020,ORD_10774,2025-10-22,PROD_009,5,2395.15
CUST_0045,ORD_10136,2025-10-23,PROD_009,5,2395.15
CUST_0060,ORD_11428,2025-10-23,PROD_044,3,381.99
CUST_0170,ORD_10057,2025-10-24,PROD_028,1,376.04
CUST_0125,ORD_11366,2025-10-27,PROD_007,1,381.82
CUST_0090,ORD_11424,2025-10-28,PROD_021,3,709.53
CUST_0055,ORD_10796,2025-10-30,PROD_018,3,574.17
CUST_0155,ORD_10323,2025-11-02,PROD_035,3,1030.02
CUST_0115,ORD_10909,2025-11-04,PROD_031,5,2159.7
CUST_0065,ORD_10167,2025-11-05,PROD_008,1,176.72
CUST_0015,ORD_11211,2025-11-05,PROD_041,4,772.88
CUST_0130,ORD_10252,2025-11-06,PROD_003,2,598.68
CUST_0175,ORD_10721,2025-11-06,PROD_049,4,1860.68
CUST_0045,ORD_10876,2025-11-09,PROD_014,2,585.8
CUST_0115,ORD_11203,2025-11-12,PROD_007,2,763.64
CUST_0060,ORD_10809,2025-11-13,PROD_007,2,763.64
CUST_0155,ORD_10237,2025-11-16,PROD_049,1,465.17
CUST_0155,ORD_10334,2025-11-16,PROD_044,4,509.32
CUST_0105,ORD_10508,2025-11-18,PROD_020,4,1086.92
CUST_0115,ORD_10797,2025-11-18,PROD_003,5,1496.7
CUST_0145,ORD_11409,2025-11-18,PROD_021,5,1182.55
CUST_0090,ORD_10235,2025-11-19,PROD_016,1,429.11
CUST_0160,ORD_11427,2025-11-20,PROD_029,1,205.71
CUST_0185,ORD_10105,2025-11-21,PROD_027,2,279.58
CUST_0020,ORD_10140,2025-11-22,PROD_049,2,930.34
CUST_0150,ORD_10260,2025-11-22,PROD_023,3,1238.04
CUST_0055,ORD_10218,2025-11-24,PROD_049,3,1395.51
CUST_0195,ORD_11305,2025-11-25,PROD_023,3,1238.04
CUST_0130,ORD_10769,2025-11-26,PROD_041,4,772.88
CUST_0130,ORD_11036,2025-11-26,PROD_032,1,398.12
CUST_0070,ORD_10318,2025-12-01,PROD_024,4,564.76
CUST_0015,ORD_10359,2025-12-01,PROD_034,2,996.2
CUST_0085,ORD_10792,2025-12-02,PROD_003,4,1197.36
CUST_0150,ORD_11340,2025-12-03,PROD_026,2,886.98
CUST_0190,ORD_10521,2025-12-04,PROD_048,4,1074.24
CUST_0110,ORD_10992,2025-12-05,PROD_007,1,381.82
CUST_0135,ORD_10171,2025-12-06,PROD_048,1,268.56
CUST_0180,ORD_10183,2025-12-06,PROD_042,5,1517.4
CUST_0095,ORD_10198,2025-12-06,PROD_049,3,1395.51
CUST_0050,ORD_10448,2025-12-07,PROD_022,2,690.92
CUST_0170,ORD_10972,2025-12-09,PROD_042,1,303.48
CUST_0155,ORD_10445,2025-12-10,PROD_022,3,1036.38
CUST_0150,ORD_10922,2025-12-12,PROD_001,5,1866.8
CUST_0195,ORD_10112,2025-12-13,PROD_029,2,411.42
CUST_0020,ORD_10988,2025-12-13,PROD_017,2,292.42
CUST_0030,ORD_10151,2025-12-15,PROD_016,5,2145.55
CUST_0145,ORD_10557,2025-12-16,PROD_034,1,498.1
CUST_0105,ORD_10086,2025-12-17,PROD_015,1,334.02
CUST_0110,ORD_10696,2025-12-18,PROD_046,1,489.21
CUST_0010,ORD_10818,2025-12-18,PROD_004,2,111.82
CUST_0115,ORD_11017,2025-12-19,PROD_032,4,1592.48
CUST_0110,ORD_10858,2025-12-20,PROD_019,5,1769.45
CUST_0010,ORD_11096,2025-12-20,PROD_005,1,285.01
CUST_0040,ORD_11429,2025-12-21,PROD_008,1,176.72
CUST_0085,ORD_11326,2025-12-23,PROD_049,2,930.34
CUST_0085,ORD_10514,2025-12-24,PROD_029,3,617.13
CUST_0080,ORD_10728,2025-12-24,PROD_033,2,82.26
CUST_0035,ORD_10343,2025-12-27,PROD_029,2,411.42
CUST_0165,ORD_10355,2025-12-27,PROD_029,4,822.84
CUST_0030,ORD_10041,2025-12-31,PROD_026,4,1773.96
CUST_0145,ORD_10867,2026-01-02,PROD_010,1,55.45
CUST_0200,ORD_11404,2026-01-05,PROD_050,3,616.53
CUST_0040,ORD_10857,2026-01-06,PROD_024,1,141.19
CUST_0195,ORD_10081,2026-01-07,PROD_014,3,878.7
CUST_0185,ORD_10194,2026-01-07,PROD_019,5,1769.45
CUST_0145,ORD_10129,2026-01-08,PROD_039,4,1035.04
CUST_0200,ORD_10317,2026-01-09,PROD_042,3,910.44
CUST_0160,ORD_10971,2026-01-09,PROD_039,1,258.76
CUST_0115,ORD_10865,2026-01-11,PROD_017,4,584.84
CUST_0095,ORD_11184,2026-01-11,PROD_045,5,259.85
CUST_0075,ORD_10428,2026-01-12,PROD_019,1,353.89
CUST_0135,ORD_11408,2026-01-12,PROD_021,5,1182.55
CUST_0155,ORD_10517,2026-01-13,PROD_005,2,570.02
CUST_0065,ORD_11350,2026-01-13,PROD_032,4,1592.48
CUST_0135,ORD_11484,2026-01-14,PROD_034,1,498.1
CUST_0140,ORD_10611,2026-01-15,PROD_024,5,705.95
CUST_0100,ORD_10932,2026-01-15,PROD_038,5,57.95
CUST_0135,ORD_10538,2026-01-16,PROD_005,1,285.01
CUST_0075,ORD_10657,2026-01-17,PROD_018,2,382.78
CUST_0190,ORD_10205,2026-01-18,PROD_006,5,1150.55
CUST_0100,ORD_11452,2026-01-18,PROD_036,3,1159.83
CUST_0090,ORD_10285,2026-01-20,PROD_027,1,139.79
CUST_0185,ORD_10930,2026-01-20,PROD_042,4,1213.92
CUST_0060,ORD_11471,2026-01-20,PROD_023,1,412.68
CUST_0105,ORD_10761,2026-01-21,PROD_015,5,1670.1
CUST_0055,ORD_10968,2026-01-22,PROD_038,5,57.95
CUST_0180,ORD_10735,2026-01-28,PROD_011,4,1701.08
CUST_0010,ORD_10444,2026-01-29,PROD_020,5,1358.65
CUST_0015,ORD_10555,2026-01-29,PROD_045,2,103.94
CUST_0015,ORD_10217,2026-01-30,PROD_014,3,878.7
CUST_0155,ORD_11157,2026-01-30,PROD_033,2,82.26
CUST_0060,ORD_11309,2026-01-30,PROD_036,3,1159.83
CUST_0100,ORD_10635,2026-01-31,PROD_046,2,978.42
CUST_0107,ORD_10407,2026-03-04,PROD_020,1,271.73
CUST_0142,ORD_10530,2026-03-04,PROD_038,4,46.36
CUST_0151,ORD_10885,2026-03-04,PROD_049,1,465.17
CUST_0178,ORD_11125,2026-03-04,PROD_010,5,277.25
CUST_0037,ORD_11173,2026-03-04,PROD_050,2,411.02
CUST_0009,ORD_10134,2026-03-05,PROD_024,2,282.38
CUST_0152,ORD_10366,2026-03-05,PROD_010,2,110.9
CUST_0084,ORD_10682,2026-03-05,PROD_001,1,373.36
CUST_0178,ORD_11039,2026-03-05,PROD_012,2,735.14
CUST_0051,ORD_11120,2026-03-05,PROD_032,3,1194.36
CUST_0019,ORD_10042,2026-03-06,PROD_041,1,193.22
CUST_0081,ORD_10225,2026-03-06,PROD_028,5,1880.2
CUST_0084,ORD_10382,2026-03-06,PROD_047,3,999.84
CUST_0082,ORD_10501,2026-03-06,PROD_039,3,776.28
CUST_0177,ORD_10618,2026-03-06,PROD_015,4,1336.08
CUST_0123,ORD_10844,2026-03-06,PROD_042,2,606.96
CUST_0197,ORD_11006,2026-03-06,PROD_047,5,1666.4
CUST_0051,ORD_11275,2026-03-06,PROD_037,5,769.1
CUST_0083,ORD_11422,2026-03-06,PROD_006,1,230.11
CUST_0142,ORD_10350,2026-03-07,PROD_024,4,564.76
CUST_0009,ORD_10412,2026-03-07,PROD_045,1,51.97
CUST_0052,ORD_10472,2026-03-07,PROD_035,2,686.68
CUST_0029,ORD_10660,2026-03-07,PROD_008,3,530.16
CUST_0101,ORD_10856,2026-03-07,PROD_036,4,1546.44
CUST_0133,ORD_10874,2026-03-07,PROD_044,5,636.65
CUST_0029,ORD_10986,2026-03-07,PROD_043,4,259.28
CUST_0011,ORD_11167,2026-03-07,PROD_010,1,55.45
CUST_0056,ORD_11238,2026-03-07,PROD_018,2,382.78
CUST_0047,ORD_11261,2026-03-07,PROD_009,5,2395.15
CUST_0108,ORD_11280,2026-03-07,PROD_026,1,443.49
CUST_0102,ORD_11419,2026-03-07,PROD_013,5,243.05
CUST_0191,ORD_11483,2026-03-07,PROD_039,5,1293.8
CUST_0076,ORD_10451,2026-03-08,PROD_044,2,254.66
CUST_0047,ORD_11117,2026-03-08,PROD_004,5,279.55
CUST_0049,ORD_11352,2026-03-08,PROD_012,5,1837.85
CUST_0182,ORD_10405,2026-03-09,PROD_020,4,1086.92
CUST_0042,ORD_10564,2026-03-09,PROD_016,5,2145.55
CUST_0012,ORD_10614,2026-03-09,PROD_042,4,1213.92
CUST_0022,ORD_10656,2026-03-09,PROD_002,2,156.74
CUST_0037,ORD_10816,2026-03-09,PROD_013,4,194.44
CUST_0028,ORD_10886,2026-03-09,PROD_050,1,205.51
CUST_0104,ORD_11169,2026-03-09,PROD_041,1,193.22
CUST_0097,ORD_11228,2026-03-09,PROD_031,2,863.88
CUST_0168,ORD_11462,2026-03-09,PROD_011,3,1275.81
CUST_0144,ORD_10192,2026-03-10,PROD_022,1,345.46
CUST_0129,ORD_10222,2026-03-10,PROD_043,3,194.46
CUST_0146,ORD_10392,2026-03-10,PROD_013,3,145.83
CUST_0186,ORD_10586,2026-03-10,PROD_016,5,2145.55
CUST_0186,ORD_10938,2026-03-10,PROD_049,2,930.34
CUST_0131,ORD_11022,2026-03-10,PROD_014,4,1171.6
CUST_0058,ORD_11060,2026-03-10,PROD_025,2,228.38
CUST_0124,ORD_11418,2026-03-10,PROD_013,4,194.44
CUST_0118,ORD_11446,2026-03-10,PROD_046,1,489.21
CUST_0034,ORD_10191,2026-03-11,PROD_004,5,279.55
CUST_0197,ORD_10200,2026-03-11,PROD_002,5,391.85
CUST_0072,ORD_10422,2026-03-11,PROD_020,2,543.46
CUST_0016,ORD_10504,2026-03-11,PROD_038,2,23.18
CUST_0107,ORD_10512,2026-03-11,PROD_034,2,996.2
CUST_0143,ORD_10581,2026-03-11,PROD_033,4,164.52
CUST_0044,ORD_10936,2026-03-11,PROD_012,3,1102.71
CUST_0039,ORD_11010,2026-03-11,PROD_040,1,422.42
CUST_0061,ORD_11263,2026-03-11,PROD_028,4,1504.16
CUST_0018,ORD_11463,2026-03-11,PROD_035,1,343.34
CUST_0117,ORD_10090,2026-03-12,PROD_010,4,221.8
CUST_0096,ORD_10281,2026-03-12,PROD_007,5,1909.1
CUST_0163,ORD_10363,2026-03-12,PROD_018,2,382.78
CUST_0137,ORD_10544,2026-03-12,PROD_027,1,139.79
CUST_0003,ORD_11110,2026-03-12,PROD_036,2,773.22
CUST_0106,ORD_11198,2026-03-12,PROD_036,4,1546.44
CUST_0071,ORD_11354,2026-03-12,PROD_011,1,425.27
CUST_0128,ORD_10533,2026-03-13,PROD_042,3,910.44
CUST_0192,ORD_10785,2026-03-13,PROD_016,1,429.11
CUST_0011,ORD_10983,2026-03-13,PROD_032,2,796.24
CUST_0143,ORD_11020,2026-03-13,PROD_001,1,373.36
CUST_0077,ORD_11045,2026-03-13,PROD_021,5,1182.55
CUST_0119,ORD_11118,2026-03-13,PROD_005,3,855.03
CUST_0024,ORD_11220,2026-03-13,PROD_019,5,1769.45
CUST_0122,ORD_11290,2026-03-13,PROD_004,1,55.91
CUST_0191,ORD_11335,2026-03-13,PROD_034,1,498.1
CUST_0142,ORD_10097,2026-03-14,PROD_025,4,456.76
CUST_0091,ORD_10309,2026-03-14,PROD_022,2,690.92
CUST_0088,ORD_10420,2026-03-14,PROD_023,3,1238.04
CUST_0117,ORD_10446,2026-03-14,PROD_034,4,1992.4
CUST_0152,ORD_10603,2026-03-14,PROD_012,5,1837.85
CUST_0199,ORD_10661,2026-03-14,PROD_024,5,705.95
CUST_0064,ORD_10802,2026-03-14,PROD_002,4,313.48
CUST_0024,ORD_10863,2026-03-14,PROD_025,2,228.38
CUST_0194,ORD_11065,2026-03-14,PROD_048,5,1342.8
CUST_0067,ORD_11137,2026-03-14,PROD_035,4,1373.36
CUST_0149,ORD_11152,2026-03-14,PROD_037,2,307.64
CUST_0154,ORD_11189,2026-03-14,PROD_027,3,419.37
CUST_0019,ORD_11328,2026-03-14,PROD_031,2,863.88
CUST_0179,ORD_11494,2026-03-14,PROD_009,4,1916.12
CUST_0169,ORD_10078,2026-03-15,PROD_030,4,1038.68
CUST_0172,ORD_10153,2026-03-15,PROD_027,5,698.95
CUST_0198,ORD_10269,2026-03-15,PROD_048,5,1342.8
CUST_0141,ORD_10346,2026-03-15,PROD_019,3,1061.67
CUST_0129,ORD_11049,2026-03-15,PROD_045,3,155.91
CUST_0053,ORD_11058,2026-03-15,PROD_003,3,898.02
CUST_0123,ORD_11250,2026-03-15,PROD_003,5,1496.7
CUST_0068,ORD_11356,2026-03-15,PROD_024,4,564.76
CUST_0149,ORD_11459,2026-03-15,PROD_044,2,254.66
CUST_0158,ORD_10011,2026-03-16,PROD_050,4,822.04
CUST_0191,ORD_10030,2026-03-16,PROD_049,2,930.34
